,state,label,pred,predbase,target,mae,mse
0,1,0,0.6824024,0.25112295,0.7512285610849037,0.0688262,0.0047370456
1,1,0,0.7625487,0.42468095,0.6850701482079882,0.07747853,0.006002922
2,1,0,0.69752336,0.28085446,0.7337476020341369,0.036224246,0.001312196
3,1,0,0.74541783,0.3841784,0.7636455789599492,0.018227756,0.0003322511
4,1,0,0.7746942,0.4545803,0.7949100101684352,0.02021581,0.00040867896
5,1,0,0.8051908,0.5341246,0.7667106390766549,0.038480163,0.0014807229
6,1,0,0.7776897,0.46210647,0.6205522112722832,0.15713751,0.024692198
7,1,0,0.63362455,0.16406512,0.5815901297218136,0.052034438,0.0027075827
8,1,0,0.5948143,0.10386562,0.6904736093505828,0.095659316,0.009150704
9,1,0,0.7028539,0.2916553,0.8183614296489394,0.11550748,0.013341979
10,1,0,0.827986,0.59790015,0.8427755219611588,0.014789522,0.00021872995
11,1,0,0.8516424,0.66813636,0.785062980292198,0.0665794,0.0044328165
12,1,0,0.79559875,0.50840235,0.8467463562624622,0.05114764,0.0026160812
13,1,0,0.8554828,0.6799371,1.003019096489234,0.14753628,0.021766953
14,1,0,1.0049303,0.9816325,0.9730950903793674,0.03183514,0.001013476
15,1,0,0.97657466,0.9342582,0.9785261675350836,0.0019515157,3.8084133e-06
16,1,0,0.9817312,0.94271636,1.0837822606658176,0.10205114,0.010414435
17,1,0,1.0809934,1.07638,1.2515990010086289,0.17060554,0.02910625
18,1,0,1.2373431,1.2200873,1.3484160252290145,0.1110729,0.012337188
19,1,0,1.3256476,1.3038962,1.43513706366963,0.10948944,0.011987938
20,1,0,1.4034936,1.3793972,1.3077761629407392,0.09571743,0.009161826
21,1,0,1.2887561,1.268646,1.235705358438468,0.053050756,0.0028143828
22,1,0,1.2227104,1.2063873,1.1277864071771933,0.09492397,0.009010561
23,1,0,1.1223781,1.1138508,1.2430444186483132,0.120666265,0.014560347
24,1,0,1.2294714,1.2127116,1.2961938147738343,0.06672239,0.004451878
25,1,0,1.2781961,1.2586181,1.1135506237681247,0.16464543,0.027108118
26,1,0,1.1090186,1.1017115,1.067281015716834,0.041737556,0.0017420236
27,1,0,1.0654066,1.0623701,0.8383529013576045,0.22705364,0.051553357
28,1,0,0.8473637,0.6551206,0.8771216799065162,0.029757977,0.0008855372
29,1,0,0.88479114,0.7737148,0.9209218489767328,0.036130726,0.0013054294
30,1,0,0.9268358,0.85613227,1.0112988010383064,0.084463,0.0071339984
31,1,0,1.0127542,0.99507546,0.9228808832199636,0.089873314,0.008077213
32,1,0,0.9287107,0.85896564,0.8162687523473386,0.11244196,0.012643194
33,1,0,0.82595515,0.59206414,0.8318726641618786,0.0059174895,3.501668e-05
34,1,0,0.8410876,0.6362822,0.9486139530405552,0.10752636,0.011561918
35,1,0,0.9532831,0.8969009,0.7961726163540592,0.15711045,0.024683693
36,1,0,0.80642056,0.5374677,0.7536069743242764,0.05281359,0.0027892753
37,1,0,0.7648761,0.43033338,0.8841129388373674,0.11923683,0.0142174205
38,1,0,0.8915193,0.7961838,0.8307940805503349,0.060725212,0.0036875515
39,1,0,0.84004235,0.63317347,0.8578586464197149,0.017816305,0.00031742072
40,1,0,0.8662188,0.7135203,0.8556390310891087,0.010579765,0.000111931426
41,1,0,0.8640754,0.7067449,0.5272320995647863,0.3368433,0.11346342
42,1,0,0.5404029,0.03192568,0.5974624319237747,0.057059526,0.0032557896
43,1,0,0.6106441,0.1274898,0.5055225302779593,0.10512155,0.011050541
44,1,0,0.518589,0.0069117546,0.3303352778728987,0.18825373,0.03543947
45,1,0,0.34097552,-0.12470007,0.3213686524183887,0.019606858,0.0003844289
46,1,0,0.33181477,-0.12830377,0.4094837049619784,0.077668935,0.0060324636
47,1,0,0.42155337,-0.08005881,0.2112265225181837,0.21032685,0.044237383
48,1,0,0.21880817,-0.14949441,0.1080285017819853,0.11077967,0.012272136
49,1,0,0.11220741,-0.12232399,-0.054892774295312,0.16710019,0.027922474
50,1,0,-0.05718398,0.06778765,-0.074757396825734,0.017573416,0.00030882497
51,1,0,-0.07790899,0.096236944,0.0833764929307721,0.16128549,0.02601301
52,1,0,0.08665395,-0.09838128,-0.1173284940520651,0.20398244,0.041608837
53,1,0,-0.12236524,0.1472168,-0.1502968041017953,0.027931571,0.00078017265
54,1,0,-0.1566782,0.16423607,-0.2083804524112884,0.051702246,0.0026731223
55,1,0,-0.21690536,0.18529534,-0.0100227174540985,0.20688264,0.042800426
56,1,0,-0.010420799,0.0078032017,-0.1265736162845838,0.11615282,0.013491479
57,1,0,-0.1320262,0.15235448,-0.2614501177766835,0.12942392,0.01675055
58,1,0,-0.27195454,0.19437003,-0.1461125928731395,0.12584195,0.015836196
59,1,0,-0.15234065,0.16227889,-0.0716018002744891,0.08073885,0.006518762
60,1,0,-0.074616194,0.09163928,-0.26596826001076,0.19135207,0.036615614
61,1,0,-0.2766416,0.19468617,-0.3320677762248287,0.05542618,0.0030720616
62,1,0,-0.34287953,0.19102788,-0.2695620994961065,0.07331744,0.0053754468
63,1,0,-0.28036952,0.19488764,-0.3213216314377427,0.040952116,0.0016770759
64,1,0,-0.33221602,0.19268894,-0.2292982814515816,0.102917746,0.010592062
65,1,0,-0.23860121,0.19004488,-0.2706066094909429,0.0320054,0.0010243456
66,1,0,-0.28145313,0.19493699,-0.3341588246551512,0.052705705,0.0027778915
67,1,0,-0.34495544,0.19065738,-0.366650118094705,0.02169466,0.00047065827
68,1,0,-0.37721777,0.18284631,-0.5268692889982165,0.14965153,0.02239558
69,1,0,-0.5366347,0.087053776,-0.4899850296166308,0.046649665,0.0021761912
70,1,0,-0.49989414,0.11768818,-0.5835486023276606,0.08365446,0.006998069
71,1,0,-0.5931294,0.029333115,-0.5403077263969047,0.052821696,0.0027901316
72,1,0,-0.5500252,0.074591875,-0.6016238575066213,0.05159861,0.0026624163
73,1,0,-0.6111541,0.006066084,-0.5720686292030197,0.039085448,0.0015276723
74,1,0,-0.58168364,0.042367935,-0.5010414871699629,0.080642164,0.0065031587
75,1,0,-0.510905,0.109050274,-0.3977982051802318,0.11310682,0.012793152
76,1,0,-0.40816975,0.17173529,-0.3850092437666679,0.023160517,0.00053640956
77,1,0,-0.39545846,0.17672825,-0.22658128705072,0.16887717,0.028519498
78,1,0,-0.23578358,0.18951249,-0.3035717325042188,0.067788154,0.0045952336
79,1,0,-0.3146088,0.19451904,-0.1249137194101073,0.18969509,0.035984226
80,1,0,-0.13029146,0.1514535,-0.0654493517047756,0.06484211,0.0042044995
81,1,0,-0.06819677,0.08276081,-0.0729225538875715,0.004725784,2.2333035e-05
82,1,0,-0.07599449,0.093560696,-0.0172840327838357,0.05871046,0.003446918
83,1,0,-0.017984152,0.017110825,0.0723281130296267,0.090312265,0.008156305
84,1,0,0.07519221,-0.08710837,0.0948426728852891,0.01965046,0.00038614054
85,1,0,0.098543406,-0.10972476,-0.1029180170468579,0.20146142,0.040586703
86,1,0,-0.10731125,0.13864255,-0.065940238138427,0.04137101,0.0017115605
87,1,0,-0.06870866,0.083465815,-0.0620830452346243,0.0066256113,4.3898726e-05
88,1,0,-0.06468415,0.07795143,-0.1052836559101875,0.040599503,0.0016483197
89,1,0,-0.10978222,0.1400981,-0.1658735832816367,0.05609137,0.0031462417
90,1,0,-0.17282581,0.17101121,-0.1648478999983806,0.007977918,6.3647174e-05
91,1,0,-0.17176247,0.17059064,-0.0465767097056621,0.12518576,0.015671475
92,1,0,-0.048511744,0.056222677,-0.0740653632336409,0.025553621,0.00065298757
93,1,0,-0.07718754,0.09522629,-0.0135165748447074,0.06367096,0.0040539918
94,1,0,-0.014059305,0.012262344,0.0450527507967812,0.059112057,0.0034942352
95,1,0,0.046869516,-0.057814598,-0.029972498645153,0.07684202,0.0059046955
96,1,0,-0.031203508,0.033742428,-0.1071048629615449,0.07590135,0.005761015
97,1,0,-0.11168432,0.1412046,-0.1760316753057869,0.06434736,0.0041405824
98,1,0,-0.18335843,0.17498446,-0.153001307528275,0.030357122,0.00092155486
99,1,0,-0.15948129,0.1654737,-0.1055405882478575,0.0539407,0.0029095989
100,1,0,-0.11004996,0.14025354,-0.1503358679165103,0.0402859,0.0016229538
101,1,0,-0.15671873,0.16425538,-0.0989645746590404,0.05775416,0.003335543
102,1,0,-0.10318184,0.13247967,-0.2542459051732972,0.15106407,0.022820354
103,1,0,-0.2644806,0.1937151,-0.3114609731932858,0.04698038,0.0022071563
104,1,0,-0.32243323,0.19384456,-0.028778405264715,0.29365483,0.08623316
105,1,0,-0.029958963,0.03215766,0.0289114503081382,0.058870412,0.0034657253
106,1,0,0.030092478,-0.03948593,0.0955333190289944,0.06544084,0.004282504
107,1,0,0.09925938,-0.11039686,-0.1245723653738388,0.22383174,0.05010065
108,1,0,-0.12993526,0.15126681,-0.0728845110501437,0.057050757,0.003254789
109,1,0,-0.07595539,0.093504906,0.027208255891487,0.103163645,0.010642737
110,1,0,0.028321981,-0.03750944,0.1111253187694565,0.08280334,0.006856393
111,1,0,0.115415335,-0.12521362,0.1459808071444017,0.03056547,0.000934248
112,1,0,0.1514833,-0.14247465,0.0809601753559694,0.07052312,0.0049735107
113,1,0,0.08414793,-0.09594512,0.201470822268786,0.11732289,0.013764661
114,1,0,0.20875835,-0.14935732,0.0742834118558857,0.13447493,0.018083507
115,1,0,0.07722044,-0.0891273,0.1353734065372327,0.058152974,0.0033817682
116,1,0,0.14051461,-0.13998008,0.131599755716,0.008914858,7.9474696e-05
117,1,0,0.13661027,-0.13900208,0.0160528298329625,0.12055744,0.014534097
118,1,0,0.016719103,-0.024352789,0.0447129183054419,0.027993817,0.00078365376
