state0,label0,pred0,target0,mae0,mse0,state1,label1,pred1,target1,mae1,mse1,state2,label2,pred2,target2,mae2,mse2,mae,mse
1,0,0.3033381705304663,0.7512285610849037,0.44789039055443736,0.20060580195100644,1,0,0.7110552247877724,1.0221112990103398,0.3110560742225674,0.09675588131075537,0,0,0.3417970392116114,-0.843590152111414,1.1853871913230254,1.4051427933526908,0.6481112187000101,0.5675014922048175
1,0,0.303338223164483,0.6850701482079882,0.38173192504350517,0.14571926259742024,1,0,0.7110552299991886,0.8858824394757807,0.17482720947659214,0.030564553173372228,0,0,0.2797998674809268,-0.8249435664875593,1.104743433968486,1.2204580548964827,0.5537675228295278,0.4655806235557584
1,0,0.3033382939732143,0.7337476020341369,0.4304093080609226,0.18525217246548217,1,0,0.7110552251109352,0.836159834277713,0.1251046091667778,0.01565116323477222,0,0,0.1845228755923074,-0.8971898691671552,1.0817127447594626,1.1701024621750502,0.5457422206623876,0.4570019326251015
1,0,0.30333824371411966,0.7636455789599492,0.46030733524582956,0.21188284288111653,1,0,0.7110552030306065,0.8521767073725766,0.14112150434197002,0.01991527898774066,0,0,-0.30998858903191007,-0.9657991604008433,0.6558105713689333,0.43008750551924674,0.4190798036522443,0.22062854246270133
1,0,0.3033382884918736,0.7949100101684352,0.4915717216765616,0.24164275755205894,1,0,0.7110551865310546,0.6943114857012178,0.016743700829836783,0.000280351517479077,0,0,-1.8570342867370542,-1.1111949599701774,0.7458393267668768,0.5562763013520681,0.41805158309109175,0.26606647014053536
1,0,0.30333830404340034,0.7667106390766549,0.4633723350332546,0.21471392087417074,1,0,0.7110551205552191,0.639596766890766,0.07145835366445308,0.005106296308434055,0,0,-2.877035760899586,-1.1386853944063793,1.7383503664932065,3.0218619966870652,0.7577270183969714,1.0805607379565567
1,0,0.3033383132226275,0.6205522112722832,0.3172138980496557,0.10062465711585737,1,0,0.711054810565753,0.7528765525012391,0.041821741935486045,0.0017490580985183922,0,0,-2.9386373160802792,-1.195078238254733,1.7435590778255463,3.0399982578678695,0.700864905936896,1.0474573243607483
1,0,0.30333829187605055,0.5815901297218136,0.278251837845763,0.07742408526454479,1,0,0.7110546839592455,0.7333804329940898,0.0223257490348443,0.0004984390699668511,0,0,-2.941108872033984,-1.2483052054340202,1.6928036665999637,2.8655842536542813,0.664460417826857,0.9811689259962644
1,0,0.3033380963934378,0.6904736093505828,0.387135512957145,0.14987390539259177,1,0,0.7110550652129017,0.9236073593531557,0.212552294140254,0.04517847774428506,0,0,-2.9413325971109634,-1.254039140770674,1.6872934563402895,2.8469592078087604,0.7623270878125629,1.0140038636485458
1,0,0.30333797720420197,0.8183614296489394,0.5150234524447375,0.2652491565680967,1,0,0.7110550757014726,0.9466994371335016,0.23564436143202894,0.055528265074708684,0,0,-2.941367481076601,-1.1462234046721589,1.795144076404442,3.222542255049957,0.8486039634270695,1.1811065588975875
1,0,0.30333825221076394,0.8427755219611588,0.5394372697503949,0.2909925679957603,1,0,0.7110552203332166,0.962565104531806,0.25150988419858944,0.06325722184958787,0,0,-2.9412901079208886,-1.0612269725870194,1.8800631353338693,3.534637392841419,0.8903367630942846,1.2962957275622558
1,0,0.30333831914507403,0.785062980292198,0.481724661147124,0.23205864915731142,1,0,0.7110552239086179,0.9342308280700049,0.22317560416138704,0.04980735029280012,0,0,-2.941077337921154,-1.1895559544947227,1.7515213834264314,3.06782715660004,0.8188072162449808,1.1165643853500504
1,0,0.3033383218246182,0.8467463562624622,0.543408034437844,0.29529229189160106,1,0,0.7110552244974597,1.0086519482769303,0.29759672377947055,0.08856381000427449,0,0,-2.941150004465241,-1.2372164470586098,1.7039335574066312,2.9033895680564172,0.8483127718746486,1.0957485566507643
1,0,0.30333831181866877,1.003019096489234,0.6996807846705653,0.48955320043721795,1,0,0.7110552233533927,0.9164304137312236,0.20537519037783092,0.04217896882273029,0,0,-2.9413300338099804,-1.0684989587704354,1.872831075039545,3.5074962356337775,0.9259623500293137,1.3464094682979086
1,0,0.3033383234671674,0.9730950903793674,0.6697567669122,0.448574126824683,1,0,0.7110552266534826,0.9090334506065769,0.19797822395309428,0.039195377159621556,0,0,-2.9411533433117323,-0.9776389958739635,1.9635143474377688,3.855388592593967,0.9437497794343543,1.4477193655260905
1,0,0.3033383297290895,0.9785261675350836,0.6751878378059941,0.4558786163211334,1,0,0.7110552173649651,1.0028894430800808,0.29183422571511564,0.08516721529874106,0,0,-2.9406469688583337,-1.006499563331225,1.9341474055271086,3.7409261863072456,0.9670564896827395,1.4273240059757066
1,0,0.30333832937469607,1.0837822606658176,0.7804439312911216,0.6090927298891409,1,0,0.7110552192154564,1.1314997435916183,0.42044452437616187,0.17677359807789697,0,0,-2.9404963255675653,-0.841653542715302,2.0988427828522633,4.405141027131033,1.099910412839849,1.7303357850326904
1,0,0.30333832950256845,1.2515990010086289,0.9482606715060604,0.8991983011251247,1,0,0.71105523008739,1.174859170840433,0.463803940753043,0.2151140954580522,0,0,-2.9387757151600584,-0.8621833205644007,2.0765923945956577,4.312235973292528,1.162885668951587,1.8088494566252349
1,0,0.3033383302412127,1.3484160252290143,1.0450776949878016,1.0921873885610165,1,0,0.7110552331317672,1.0486846014464657,0.3376293683146985,0.11399359034858232,0,0,-2.937304571921083,-0.8184747402758159,2.118829831645267,4.489439855469911,1.167178964982589,1.898540278126503
1,0,0.30333833042665903,1.4351370636696301,1.131798733242971,1.280968372570394,1,0,0.7110552328974125,0.868977168764471,0.1579219358670585,0.024939337827999335,0,0,-2.9359980332743327,-0.5885301482950283,2.3474678849793045,5.510605471009209,1.2123961846964446,2.272171060469201
1,0,0.3033383304433661,1.3077761629407392,1.004437832497373,1.008895359352021,1,0,0.7110552243376187,0.8479828206446998,0.13692759630708107,0.018749166630434962,0,0,-2.893502116086282,-0.6930994869784222,2.20040262910786,4.8417717301847825,1.1139226859707714,1.9564720853890794
1,0,0.3033383304475685,1.235705358438468,0.9323670279908995,0.8693082748845828,1,0,0.7110551998436048,0.8277985745448602,0.1167433747012554,0.013629015536637718,0,0,-2.8375060432613233,-0.678653512845746,2.1588525304155772,4.6606442480817405,1.0693209777025774,1.8478605128343204
1,0,0.30333833043691216,1.1277864071771933,0.8244480767402811,0.6797146312407484,1,0,0.7110551883407661,0.701238749535702,0.00981643880506411,9.636247081356848e-05,0,0,-2.7586031118088545,-0.784630750884979,1.9739723609238755,3.896566881691379,0.9360789588230736,1.5254592918009804
1,0,0.3033383304141677,1.2430444186483132,0.9397060882341455,0.8830475322643196,1,0,0.7110551154701179,0.8725003537293636,0.16144523825924573,0.02606456495658462,0,0,-2.797730932375974,-0.7752435157792039,2.02248741659677,4.0904553502922765,1.041212914363387,1.6665224825043936
1,0,0.3033383303343129,1.2961938147738343,0.9928554844395214,0.9857620129816368,1,0,0.7110549901504983,0.9990629400180087,0.2880079498675103,0.08294857918688635,0,0,-2.8375423820616152,-0.7632381777486463,2.074304204312969,4.3027379320304595,1.1183892128733335,1.790482841399661
1,0,0.30333833042358904,1.1135506237681247,0.8102122933445357,0.656443960286612,1,0,0.7110552100436376,0.8737093948533419,0.16265418480970428,0.026456383836109435,0,0,-2.846717474627237,-0.8502505588331308,1.9964669157941062,3.9858801458604307,0.9897777979827821,1.5562601633277175
1,0,0.3033383304275721,1.067281015716834,0.7639426852892619,0.5836084264069683,1,0,0.7110552229371114,0.8979777174338794,0.186922494496768,0.034940018948894265,0,0,-2.9026995530496227,-1.0114841047365832,1.8912154483130394,3.5766958719378907,0.9473602093663565,1.3984147724312512
1,0,0.30333833029414414,0.8383529013576045,0.5350145710634604,0.2862405912502185,1,0,0.7110552065634819,0.8815554211103107,0.17050021454682884,0.029070323160514666,0,0,-2.9355151703209486,-1.0955107516537836,1.840004418667165,3.3856162607146914,0.848506401425818,1.233642391708475
1,0,0.30333832964730156,0.8771216799065162,0.5737833502592147,0.32922733303468865,1,0,0.711055211682301,0.9013116653795183,0.19025645369721733,0.036197518173441405,0,0,-2.940606869318022,-1.1809751429041384,1.7596317264138834,3.096303812602304,0.8412238434567718,1.153909554603478
