state0,label0,pred0,target0,mae0,mse0,state1,label1,pred1,target1,mae1,mse1,state2,label2,pred2,target2,mae2,mse2,state3,label3,pred3,target3,mae3,mse3,mae,mse
0,0.0,6.585918500851675,6.8279,0.24198149914832445,0.05855504593007055,0,0.0,0.737093255192446,0.6771,0.059993255192445916,0.0035991906685859387,0,0.0,87.66332925187898,90.33,2.666670748121021,7.111132878884326,0,0.0,1.6370220850027581,1.5035,0.13352208500275808,0.017828147183483755,0.7755418968661374,1.7977788156666166
0,0.0,6.585918500851678,6.828,0.24208149914832244,0.05860345222989924,0,0.0,0.7370932551924456,0.6796,0.057493255192445636,0.003305474392623677,0,0.0,87.66332987225779,90.33,2.666670127742208,7.1111295701926425,0,0.0,1.6370220795530483,1.5035,0.1335220795530483,0.017828145728170555,0.7749417404090061,1.797716660635834
0,0.0,6.585918500851678,6.827,0.2410814991483221,0.05812028923160244,0,0.0,0.737093255192446,0.6722,0.06489325519244593,0.004211134569471911,0,0.0,87.66332987228931,90.68,3.0166701277106966,9.100298659422071,0,0.0,1.63702207955176,1.4908,0.14622207955176014,0.02138089654844127,0.8672167404008062,2.296002744942897
0,0.0,6.585918500851672,6.8276,0.2416814991483287,0.05840994703058361,0,0.0,0.7370932551924454,0.6721,0.06499325519244536,0.004224123220510327,0,0.0,87.66333105377963,90.74,3.076668946220366,9.465891804636737,0,0.0,1.6370220442064247,1.485,0.15202204420642462,0.023110701924700123,0.8838414361918911,2.387909144203133
0,0.0,6.585918500851675,6.8274,0.24148149914832473,0.05831331443092236,0,0.0,0.7370932551924454,0.6735,0.06359325519244541,0.004044102105971485,0,0.0,87.66333130177637,89.91,2.2466686982236297,5.0475202395778584,0,0.0,1.6370220297708957,1.4845,0.1525220297708958,0.023262969565434024,0.6760663705838239,1.2832851564200465
0,0.0,6.585918500851674,6.827,0.24108149914832566,0.058120289231604144,0,0.0,0.7370932551924454,0.667,0.07009325519244536,0.004913064423473269,0,0.0,87.6633289117254,89.99,2.326671088274594,5.413398353012884,0,0.0,1.6370220285708121,1.4726,0.16442202857081223,0.02703460347934099,0.7005669677965443,1.3758665775368255
0,0.0,6.585918500851672,6.8267,0.24078149914832814,0.057975730332116344,0,0.0,0.7370932551924453,0.6676,0.06949325519244531,0.004829312517242328,0,0.0,87.66332906427294,89.84,2.17667093572706,4.7378963624389145,0,0.0,1.637022002103656,1.475,0.1620220021036558,0.026251129165677047,0.6622419230428723,1.2067381336134875
0,0.0,6.58591850085167,6.8259,0.23998149914833,0.057591119933479915,0,0.0,0.7370932551924453,0.6675,0.0695932551924453,0.0048432211682808155,0,0.0,87.66332878801643,89.82,2.1566712119835643,4.651230716598656,0,0.0,1.6370220071360408,1.473,0.16402200713604076,0.026903218824935404,0.657566993365095,1.185142069131338
0,0.0,6.585918500851665,6.8268,0.240881499148335,0.05802389663194932,0,0.0,0.7370932551924453,0.6738,0.06329325519244533,0.0040060361528560075,0,0.0,87.66332875428853,90.38,2.716671245711467,7.380302657275494,0,0.0,1.637022002929328,1.4838,0.15322200292932808,0.023476982181675023,0.7935170007453938,1.8664523930604937
0,0.0,6.585918500851671,6.8263,0.24038149914832907,0.05778326513279813,0,0.0,0.7370932551924454,0.6703,0.06679325519244539,0.004461338939203133,0,0.0,87.66333001646802,89.71,2.04666998353197,4.188858021490755,0,0.0,1.637022026901513,1.4774,0.15962202690151295,0.025479191472147323,0.6283666911935644,1.0691454542587258
0,0.0,6.585918500851667,6.827,0.24108149914833277,0.05812028923160757,0,0.0,0.7370932551924454,0.6678,0.06929325519244545,0.004801555215165368,0,0.0,87.66332858078962,89.11,1.4466714192103751,2.092858195160161,0,0.0,1.6370220123252008,1.474,0.16302201232520086,0.02657617650255794,0.48001704646908855,0.5455890540273729
0,0.0,6.585918500851672,6.8265,0.2405814991483286,0.057879457732457236,0,0.0,0.7370932551924454,0.6726,0.06449325519244542,0.0041593799653178885,0,0.0,87.6633279153564,89.32,1.6566720846435885,2.7445623960373333,0,0.0,1.6370220050214113,1.4802,0.1568220050214113,0.024593141258935552,0.5296422110014435,0.707798593748511
0,0.0,6.585918500851669,6.827,0.241081499148331,0.05812028923160672,0,0.0,0.7370932551924454,0.6684,0.0686932551924454,0.0047187633089344275,0,0.0,87.66332810276953,89.37,1.7066718972304784,2.9127289647962806,0,0.0,1.6370220185622317,1.4799,0.15712201856223174,0.024687328717070293,0.5433921675333717,0.750063836513473
0,0.0,6.585918500851672,6.8285,0.24258149914832838,0.058845783729050444,0,0.0,0.7370932551924454,0.6703,0.06679325519244539,0.004461338939203133,0,0.0,87.66332815378733,89.03,1.3666718462126681,1.8677919352303427,0,0.0,1.6370220178859909,1.4928,0.14422201788599098,0.020799990443107104,0.45506715460985825,0.48797476208542584
0,0.0,6.585918500851681,6.8279,0.24198149914831824,0.05855504593006754,0,0.0,0.7370932551924454,0.6728,0.06429325519244544,0.004133622663240913,0,0.0,87.66332785411228,88.91,1.2466721458877146,1.554191439332279,0,0.0,1.6370220494071033,1.4965,0.14052204940710333,0.01974644636957239,0.4233672374088954,0.40915663857379
0,0.0,6.585918500851678,6.828,0.24208149914832244,0.05860345222989924,0,0.0,0.7370932551924454,0.6683,0.06879325519244539,0.0047325119599729145,0,0.0,87.66332777138048,88.95,1.2866722286195227,1.6555254239007293,0,0.0,1.6370220593966918,1.498,0.13902205939669177,0.019327132998897295,0.43414226058924554,0.4345471302723747
0,0.0,6.585918500851678,6.8295,0.2435814991483225,0.05933194672734424,0,0.0,0.7370932551924454,0.6684,0.0686932551924454,0.0047187633089344275,0,0.0,87.66332779780383,88.56,0.8966722021961715,0.8040210381913319,0,0.0,1.6370220635745263,1.4959,0.14112206357452628,0.019915436827532638,0.33751725502786645,0.2219967962637858
0,0.0,6.585918500851688,6.8273,0.24138149914831253,0.058265028131086805,0,0.0,0.7370932551924454,0.6606,0.07649325519244543,0.00585121808993658,0,0.0,87.66332758212643,87.3,0.36332758212643057,0.13200693193383814,0,0.0,1.6370220577505739,1.4877,0.14932205775057383,0.022297076930865706,0.2076310985544406,0.05460506377143181
0,0.0,6.585918500851673,6.829,0.24308149914832633,0.05908861522819778,0,0.0,0.7370932551924453,0.6662,0.07089325519244527,0.0050258536317811684,0,0.0,87.66332727341376,86.48,1.1833272734137523,1.4002634360048254,0,0.0,1.6370220363648698,1.5236,0.1134220363648697,0.012864558333153824,0.4026810160298484,0.36931061579948954
0,0.0,6.585918500851685,6.8284,0.2424814991483153,0.05879727742921443,0,0.0,0.7370932551924453,0.6682,0.06889325519244527,0.004746280611011387,0,0.0,87.66332721218313,86.41,1.2533272121831374,1.570829100798755,0,0.0,1.6370221477699465,1.5185,0.11852214776994652,0.014047499512001039,0.4208060285734611,0.4121050395877454
0,0.0,6.5859185008516805,6.8275,0.24158149914831917,0.05836162073074933,0,0.0,0.7370932551924454,0.6663,0.07079325519244539,0.005011684980742697,0,0.0,87.66332720918423,86.34,1.323327209184228,1.7511949025673177,0,0.0,1.6370221289033062,1.5274,0.10962212890330614,0.012017011145293067,0.4363310231070747,0.4566463048560257
0,0.0,6.585918500851675,6.828,0.2420814991483251,0.05860345222990053,0,0.0,0.7370932551924453,0.6628,0.07429325519244534,0.005519487767089807,0,0.0,87.66332720643152,86.64,1.0233272064315173,1.0471985714229333,0,0.0,1.6370221626453343,1.5012,0.1358221626453342,0.01844765986565562,0.3688810308544055,0.28244229282139477
0,0.0,6.585918500851678,6.827,0.2410814991483221,0.05812028923160244,0,0.0,0.7370932551924453,0.6647,0.07239325519244533,0.005240783397358512,0,0.0,87.66332722006344,87.45,0.21332722006343374,0.04550850281999269,0,0.0,1.6370220727625682,1.499,0.13802207276256806,0.01905009256967563,0.1662060117916923,0.03197991700465731
0,0.0,6.585918500851672,6.827,0.24108149914832833,0.058120289231605435,0,0.0,0.7370932551924453,0.6635,0.0735932551924453,0.005415967209820378,0,0.0,87.66332729208295,88.2,0.5366727079170488,0.28801759542301797,0,0.0,1.6370220664035113,1.4856,0.1514220664035113,0.022928642193909388,0.2506923821653334,0.09362062351458829
0,0.0,6.585918500851672,6.8266,0.24068149914832837,0.05792758403228679,0,0.0,0.7370932551924453,0.6734,0.06369325519244529,0.004056830757009958,0,0.0,87.66332744855463,90.43,2.7666725514453816,7.654477006921297,0,0.0,1.6370220312215522,1.4893,0.14772203122155214,0.021821798508221225,0.8046923342519268,1.934570805054704
