state0,label0,pred0,target0,mae0,mse0,state1,label1,pred1,target1,mae1,mse1,state2,label2,pred2,target2,mae2,mse2,state3,label3,pred3,target3,mae3,mse3,mae,mse
1,0.0,7.118828008117076,6.8279,0.290928008117076,0.08463910590696942,0,0.0,0.7370925466477481,0.6771,0.05999254664774811,0.0035991056532822334,0,0.0,87.66500382310245,90.33,2.664996176897546,7.102204622878536,0,0.0,1.63714446268401,1.5035,0.13364446268400987,0.017860842406097706,0.787390298586595,1.8020759192112212
1,0.0,7.118828031275712,6.828,0.2908280312757121,0.08458094377570657,0,0.0,0.7370925466477479,0.6796,0.057492546647747944,0.0033053929200434736,0,0.0,87.66500446856048,90.33,2.6649955314395157,7.102201182592587,0,0.0,1.6371444572312255,1.5035,0.13364445723122542,0.01786084094862884,0.7867401416485502,1.8019870900592414
1,0.0,7.118828037005496,6.827,0.2918280370054962,0.08516360318248126,0,0.0,0.7370925466477481,0.6722,0.06489254664774813,0.004211042610430167,0,0.0,87.66500446859351,90.68,3.0149955314064982,9.090198054401153,0,0.0,1.6371444572299358,1.4908,0.14634445722993594,0.02141670016192455,0.8795151430724195,2.3002473500889975
1,0.0,7.11882797834946,6.8276,0.29122797834945935,0.08481373537351317,0,0.0,0.7370925466477477,0.6721,0.06499254664774767,0.0042240311197596575,0,0.0,87.66500570329268,90.74,3.0749942967073167,9.455589924782526,0,0.0,1.637144421861861,1.485,0.15214442186186083,0.023147925103679877,0.8958398108915961,2.39194390409487
1,0.0,7.118828013913774,6.8274,0.29142801391377393,0.08493028729372681,0,0.0,0.7370925466477477,0.6735,0.06359254664774772,0.004044011989145969,0,0.0,87.66500596296639,89.91,2.2449940370336066,5.039998226316451,0,0.0,1.6371444074155648,1.4845,0.15264440741556484,0.023300315115248948,0.6881647512526733,1.2880682101786431
1,0.0,7.118828002213969,6.827,0.2918280022139692,0.08516358287619642,0,0.0,0.7370925466477477,0.667,0.07009254664774767,0.004912965095566683,0,0.0,87.66500347069322,89.99,2.324996529306773,5.405608861288541,0,0.0,1.6371444062145433,1.4726,0.16454440621454336,0.027074861616496654,0.7128653710957584,1.3806900677192002
1,0.0,7.118827978318059,6.8267,0.29212797831805926,0.0853387557161965,0,0.0,0.7370925466477476,0.6676,0.06949254664774762,0.00482921403958938,0,0.0,87.66500362856993,89.84,2.174996371430069,4.730609215733967,0,0.0,1.6371443797250116,1.475,0.1621443797250115,0.02629079987640872,0.6746903190302219,1.2117669963415405
1,0.0,7.118827960004407,6.8259,0.29292796000440724,0.08580678975234361,0,0.0,0.7370925466477476,0.6675,0.06959254664774761,0.004843122548918927,0,0.0,87.66500334289363,89.82,2.1549966571063663,4.6440105921396135,0,0.0,1.6371443847619123,1.473,0.16414438476191218,0.026943379048866668,0.6704153871301084,1.1904009708724357
1,0.0,7.118827909578322,6.8268,0.29202790957832114,0.0852802999726841,0,0.0,0.7370925466477476,0.6738,0.06329254664774764,0.004005946461157311,0,0.0,87.66500330809053,90.38,2.7149966919094624,7.371207037079324,0,0.0,1.6371443805514319,1.4838,0.15334438055143185,0.023514499046702348,0.8059153821717407,1.871001945639967
1,0.0,7.11882796607536,6.8263,0.2925279660753599,0.08557261093618693,0,0.0,0.7370925466477478,0.6703,0.06679254664774781,0.004461244287691567,0,0.0,87.66500461896364,89.71,2.044995381036358,4.1820061084600395,0,0.0,1.6371444045439274,1.4774,0.15974440454392735,0.025518274783093917,0.6410150745758483,1.074389559616753
1,0.0,7.118827935089055,6.827,0.2918279350890547,0.08516354369834152,0,0.0,0.7370925466477477,0.6678,0.06929254664774775,0.004801457020930299,0,0.0,87.66500312936546,89.11,1.4449968706345402,2.088015956143614,0,0.0,1.6371443899556009,1.474,0.16314438995560088,0.026616091973985165,0.4923154355817359,0.5511492622092177
