state0,label0,pred0,target0,mae0,mse0,state1,label1,pred1,target1,mae1,mse1,state2,label2,pred2,target2,mae2,mse2,state3,label3,pred3,target3,mae3,mse3,mae,mse
1,0.0,6.7455877168079805,6.8279,0.08231228319201911,0.006775311964283152,1,0.0,0.8069550691028466,0.6771,0.1298550691028466,0.016862338971705068,1,0.0,107.23805123380087,90.33,16.908051233800876,285.8821965248353,0,0.0,2.086214724697343,1.5035,0.582714724697343,0.3395564503791002,4.425733327698271,71.5613476565376
1,0.0,6.7455877168079805,6.828,0.08241228319201976,0.006791784420921663,1,0.0,0.8069550691028466,0.6796,0.12735506910284666,0.01621931362619085,1,0.0,107.23805123380087,90.33,16.908051233800876,285.8821965248353,0,0.0,2.086214724697343,1.5035,0.582714724697343,0.3395564503791002,4.425133327698272,71.56119101831538
1,0.0,6.7455877168079805,6.827,0.08141228319201943,0.006627959854537569,1,0.0,0.8069550691028466,0.6722,0.13475506910284663,0.01815892864891297,1,0.0,107.23805123380087,90.68,16.558051233800867,274.16906066117446,0,0.0,2.086214724697343,1.4908,0.5954147246973431,0.3545186943864129,4.342408327698269,68.63709156101608
1,0.0,6.7455877168079805,6.8276,0.08201228319201981,0.0067260145943680546,1,0.0,0.8069550691028466,0.6721,0.13485506910284661,0.018185889662733535,1,0.0,107.23805123380087,90.74,16.49805123380088,272.18569451311873,0,0.0,2.086214724697343,1.485,0.6012147246973429,0.36145914519290184,4.329033327698272,68.14301639064219
1,0.0,6.7455877168079805,6.8274,0.08181228319201939,0.0066932496810911775,1,0.0,0.8069550691028466,0.6735,0.13345506910284666,0.017810255469245577,1,0.0,107.23805123380087,89.91,17.328051233800878,300.2613595612281,0,0.0,2.086214724697343,1.4845,0.6017147246973431,0.3620606099175994,4.536258327698271,75.16198091907401
1,0.0,6.7455877168079805,6.827,0.08141228319201943,0.006627959854537569,1,0.0,0.8069550691028466,0.667,0.1399550691028466,0.01958742136758257,1,0.0,107.23805123380087,89.99,17.24805123380088,297.49527136382005,0,0.0,2.086214724697343,1.4726,0.6136147246973431,0.3765230303653962,4.520758327698272,74.47450244385189
1,0.0,6.7455877168079805,6.8267,0.08111228319201924,0.006579202484622327,1,0.0,0.8069550691028466,0.6676,0.13935506910284667,0.01941983528465917,1,0.0,107.23805123380087,89.84,17.39805123380087,302.69218673396,0,0.0,2.086214724697343,1.475,0.611214724697343,0.3735834396868487,4.55743332769827,75.77294230285403
1,0.0,6.7455877168079805,6.8259,0.08031228319201933,0.006450062831515111,1,0.0,0.8069550691028466,0.6675,0.13945506910284666,0.019447716298479738,1,0.0,107.23805123380087,89.82,17.41805123380088,303.3885087833124,0,0.0,2.086214724697343,1.473,0.613214724697343,0.3760322985856381,4.562758327698273,75.947609715257
1,0.0,6.7455877168079805,6.8268,0.0812122831920199,0.006595434941260837,1,0.0,0.8069550691028466,0.6738,0.1331550691028467,0.017730272427783876,1,0.0,107.23805123380087,90.38,16.85805123380088,284.19389140145535,0,0.0,2.086214724697343,1.4838,0.602414724697343,0.36290350053217557,4.418708327698273,71.14528015233914
1,0.0,6.7455877168079805,6.8263,0.08071228319201929,0.006514472658068719,1,0.0,0.8069550691028466,0.6703,0.13665506910284664,0.01867460791150379,1,0.0,107.23805123380087,89.71,17.52805123380088,307.23258005474855,0,0.0,2.086214724697343,1.4774,0.608814724697343,0.37065536900830154,4.588558327698272,76.90710612608162
