,state,label,pred,predbase,target,mae,mse
0,1,0,1.5652113,1.5441704,1.5369331295408704,0.028278112,0.00079965167
1,1,0,1.5459318,1.5227618,1.4046454601451344,0.14128637,0.01996184
2,1,0,1.4115176,1.3735509,1.3558511868449767,0.055666447,0.0030987533
3,1,0,1.3618202,1.3184447,1.3364910098083906,0.025329232,0.00064157
4,1,0,1.3420877,1.2965789,1.5046712774348223,0.16258359,0.026433423
5,1,0,1.5132003,1.4864144,1.3892210537313052,0.12397921,0.015370845
6,1,0,1.3958144,1.356133,1.587012424126686,0.19119799,0.036556672
7,1,0,1.5966687,1.5791025,1.4562319337521088,0.14043677,0.019722486
8,1,0,1.4639945,1.4317832,1.6395278508693232,0.1755333,0.030811938
9,1,0,1.6497712,1.6380525,1.5283034088381844,0.12146783,0.014754433
10,1,0,1.5371804,1.5130434,1.3764372781212375,0.16074312,0.025838349
11,1,0,1.3827939,1.3416958,1.379872296873955,0.0029215813,8.535637e-06
12,1,0,1.3862929,1.3455744,1.395629752754989,0.009336829,8.717638e-05
13,1,0,1.4023395,1.3633695,1.4255210424927882,0.023181558,0.0005373846
14,1,0,1.4327621,1.397121,1.5311597927043468,0.09839761,0.00968209
15,1,0,1.5400772,1.5162597,1.3948112646032116,0.14526594,0.021102192
16,1,0,1.4015069,1.3624463,1.4417905809205345,0.04028368,0.0016227749
17,1,0,1.4493113,1.4154863,1.4222625177677224,0.027048707,0.0007316326
18,1,0,1.4294472,1.3934426,1.503783074440419,0.07433593,0.0055258307
19,1,0,1.5122991,1.4854131,1.435842086823348,0.07645702,0.0058456766
20,1,0,1.4432611,1.4087715,1.5237092034993212,0.08044803,0.006471886
21,1,0,1.5325193,1.5078673,1.5033207624948024,0.029198527,0.000852554
22,1,0,1.5118299,1.4848924,1.472687435468258,0.03914237,0.0015321252
23,1,0,1.4807191,1.4503493,1.2401389022473386,0.2405802,0.057878833
24,1,0,1.2454791,1.1878052,1.260256224535421,0.014777064,0.00021836163
25,1,0,1.2654276,1.210504,1.148015251946536,0.11741233,0.013785655
