,state,label,pred,predbase,target,mae,mse
0,1,0,3.9192917,3.9394329,3.964876202600209,0.04558444,0.002077941
1,1,0,3.953633,3.9706843,3.968705152697765,0.015072107,0.00022716842
2,1,0,3.9576428,3.9743397,4.0126072930534455,0.054964304,0.0030210747
3,1,0,4.003359,4.016082,3.9718811499294193,0.03147769,0.0009908449
4,1,0,3.9609663,3.977369,3.886350228861896,0.074616194,0.0055675763
5,1,0,3.8749602,3.8952563,3.9442687633444833,0.06930852,0.004803671
6,1,0,3.9319894,3.950978,3.887893420096557,0.044095993,0.0019444566
7,1,0,3.8763235,3.8967478,3.823535624278502,0.05278778,0.0027865497
8,1,0,3.8191907,3.8342698,3.806132217986226,0.013058424,0.00017052244
9,1,0,3.8036377,3.8172748,3.784961007132203,0.018676758,0.00034882128
10,1,0,3.7846582,3.7965386,3.876412849710861,0.091754675,0.00841892
11,1,0,3.866176,3.885647,3.725430872373925,0.14074492,0.019809134
12,1,0,3.7309525,3.7379048,3.738004601655349,0.007052183,4.9733288e-05
13,1,0,3.7423375,3.7503302,3.693273536982133,0.04906392,0.0024072684
14,1,0,3.7017357,3.7060277,3.6957880173654334,0.0059478283,3.5376663e-05
15,1,0,3.7040255,3.708526,3.509182974504936,0.19484258,0.03796363
16,1,0,3.5318105,3.520923,3.48900419300522,0.042806387,0.0018323867
17,1,0,3.5129192,3.5003717,3.6417302252339865,0.12881112,0.016592305
18,1,0,3.65461,3.6546438,3.495020922735104,0.15958905,0.025468666
19,1,0,3.5185568,3.5065043,3.5565140951150336,0.03795719,0.0014407483
20,1,0,3.5759218,3.56893,3.631172674120671,0.055250883,0.00305266
21,1,0,3.6449144,3.6440756,3.786655605160316,0.14174128,0.02009059
22,1,0,3.7861793,3.7982008,3.9216826993160567,0.13550329,0.018361142
23,1,0,3.908148,3.9293077,3.8709129612776887,0.03723502,0.0013864469
24,1,0,3.8613083,3.8803217,3.85306580740044,0.008242607,6.794057e-05
25,1,0,3.8454812,3.863014,3.797012367916565,0.04846883,0.0023492272
26,1,0,3.79547,3.8083508,3.848728848957401,0.053258896,0.00283651
27,1,0,3.8416278,3.8587983,3.9884881223835142,0.14686036,0.021567965
28,1,0,3.9783032,3.9931858,4.147327064151858,0.16902375,0.02856903
29,1,0,4.140609,4.1423216,4.014792303765812,0.12581635,0.015829753
30,1,0,4.005622,4.018153,4.061272433995741,0.05565071,0.0030970017
31,1,0,4.0534706,4.062011,4.149134816463311,0.095664024,0.009151606
32,1,0,4.142418,4.143997,4.41145842934529,0.26904058,0.07238284
33,1,0,4.3960247,4.381336,4.416895195891334,0.020870686,0.0004355855
34,1,0,4.4010887,4.386134,4.412420851567047,0.011332035,0.00012841502
35,1,0,4.396922,4.382187,4.492567058092725,0.09564495,0.009147957
36,1,0,4.470745,4.452379,4.452657878278984,0.018087387,0.00032715357
37,1,0,4.4341993,4.4175644,4.400986939724341,0.033212185,0.0011030493
38,1,0,4.3862495,4.3720837,4.402358482368051,0.01610899,0.00025949956
39,1,0,4.387532,4.373296,4.191479645627451,0.19605255,0.038436603
40,1,0,4.184578,4.183072,4.075379896716719,0.10919809,0.011924224
41,1,0,4.0678854,4.0752544,4.025233430950973,0.04265213,0.0018192042
42,1,0,4.0164185,4.0280323,4.152878021075235,0.13645935,0.018621154
43,1,0,4.146164,4.147461,4.253099278780727,0.1069355,0.011435201
44,1,0,4.2450924,4.239418,4.2059838189168754,0.039108753,0.0015294945
45,1,0,4.1989107,4.196389,4.319754019623618,0.12084341,0.01460313
46,1,0,4.30943,4.2996645,4.267818500907156,0.04161167,0.0017315312
47,1,0,4.2594004,4.252784,4.210154126261799,0.04924631,0.0024251991
48,1,0,4.203021,4.2002134,4.323062183310325,0.12004137,0.01440993
49,1,0,4.3125935,4.3026333,4.372923746659238,0.06033039,0.003639756
50,1,0,4.35991,4.347192,4.29955098261132,0.060359,0.003643209
51,1,0,4.2900534,4.28148,4.334245177535808,0.044191837,0.0019529185
52,1,0,4.323262,4.312663,4.269053992949816,0.05420828,0.0029385374
53,1,0,4.2606,4.2539034,4.2669133627976645,0.006313324,3.985806e-05
54,1,0,4.258523,4.2519627,4.357198136463017,0.09867525,0.009736805
55,1,0,4.3450584,4.3331833,4.516166458822376,0.17110825,0.029278032
56,1,0,4.492153,4.4728355,4.663434764857582,0.17128181,0.02933746
57,1,0,4.6223726,4.59828,4.616040708816055,0.0063319206,4.009322e-05
58,1,0,4.5811014,4.5583296,4.6134658746633335,0.03236437,0.0010474523
59,1,0,4.578841,4.5561457,4.609331258793583,0.030489922,0.0009296353
60,1,0,4.5752106,4.552642,4.512537791804167,0.062672615,0.0039278567
61,1,0,4.4888716,4.469696,4.494645399570937,0.005774021,3.333932e-05
62,1,0,4.4726353,4.4541845,4.587824751188336,0.11518955,0.013268633
63,1,0,4.556244,4.5343533,4.570670308670389,0.014426231,0.00020811615
64,1,0,4.541027,4.5197096,4.727744264657932,0.18671703,0.034863252
65,1,0,4.6774063,4.651844,4.864296438116375,0.18689013,0.03492792
66,1,0,4.79058,4.7630873,4.983996706547945,0.19341707,0.037410162
67,1,0,4.8856926,4.857771,4.822104860368958,0.063587666,0.0040433914
68,1,0,4.7561455,4.729082,4.790982191575624,0.03483677,0.0012136005
69,1,0,4.730439,4.703788,4.6966865399547935,0.03375244,0.0011392273
70,1,0,4.6509657,4.626069,4.693299871527394,0.04233408,0.0017921743
71,1,0,4.6480665,4.623247,4.698375415073471,0.050308704,0.0025309657
72,1,0,4.6524105,4.627475,4.837321473353009,0.18491077,0.034191996
73,1,0,4.7686195,4.7413836,4.628096550701844,0.14052296,0.019746702
74,1,0,4.5916567,4.568529,4.573578307198959,0.018078327,0.00032682592
75,1,0,4.5436125,4.522196,4.589593785185015,0.045981407,0.00211429
76,1,0,4.557809,4.535862,4.527233181644165,0.030575752,0.0009348766
77,1,0,4.502141,4.482396,4.417919808538361,0.08422136,0.007093238
78,1,0,4.4020414,4.387039,4.461284452657916,0.059243202,0.003509757
79,1,0,4.442135,4.4251137,4.453183942187916,0.011049271,0.00012208638
80,1,0,4.434683,4.418026,4.566614844340316,0.13193178,0.017405994
81,1,0,4.5374184,4.516241,4.611884225231295,0.07446575,0.005545148
82,1,0,4.5774527,4.554805,4.686546291634615,0.109093666,0.011901428
83,1,0,4.642277,4.6176157,4.493665242582891,0.14861155,0.022085391
84,1,0,4.4717436,4.453334,4.37335607956593,0.09838772,0.009680144
85,1,0,4.360317,4.347575,4.5141984872952605,0.15388107,0.023679385
86,1,0,4.4903736,4.471134,4.388146445404187,0.10222721,0.010450402
87,1,0,4.3742237,4.360709,4.356009645714087,0.018214226,0.00033175803
88,1,0,4.343933,4.332123,4.241017717887212,0.10291529,0.010591556
89,1,0,4.233306,4.2284184,4.237062616093692,0.0037565231,1.4111466e-05
90,1,0,4.229439,4.2248125,4.218818826928954,0.010620117,0.00011278689
91,1,0,4.2115498,4.208147,4.291121426047866,0.079571724,0.0063316594
92,1,0,4.2819366,4.2738743,4.264609341695358,0.017327309,0.00030023564
93,1,0,4.2562876,4.249874,4.352634202888913,0.096346855,0.009282717
94,1,0,4.3407354,4.32911,4.370692845928412,0.029957294,0.0008974395
